1|毛泽东|毛泽东|毛泽东|印度教|毛泽东其他称谓|good remain1|fine remain2|0|19310804|0|湖南省湘潭市|51809090|15890903748|0755-29208489-909|wf@163.com|CHN|00|340505193108045974|1|20111021|很好，操作数据库添加的咯|0|||0||0|
2017112900000003|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|10|19510827|1|SHENZHENNANSHAN|518000|17741715137|066062878277|661745629@qq.com|CHN|00|81897819510827424X|1|20171129||0|||0|4|0|
2017112900000005|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|05|19960514|1|SHENZHENNANSHAN|518000|13656515754|077183078832|955832504@qq.com|CHN|00|595068199605145243|1|20171129||0|||0|2|0|
2017112900000006|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|07|19580508|0|SHENZHENNANSHAN|518000|13644246016|075564821265|750640079@qq.com|CHN|00|696665195805083139|1|20171129||0|||0|3|0|
2017112900000007|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|07|19460411|0|SHENZHENNANSHAN|518000|13208860870|066005314902|862467003@qq.com|CHN|00|238859194604118679|2|20171129||0|||0|4|0|
2017112900000008|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|06|19900205|1|SHENZHENNANSHAN|518000|15583255554|077574147429|885753303@qq.com|CHN|00|403837199002050461|2|20171129||0|||0|5|0|
2017113000000003|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|02|19720220|1|SHENZHENNANSHAN|518000|15899862229|076288123989|665495490@qq.com|CHN|00|273542197202203320|2|20171130||0|||0|4|0|
2017113000000005|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|11|19840303|0|SHENZHENNANSHAN|518000|15516128862|077111227390|789433915@qq.com|CHN|00|122184198403033914|1|20171130||0|||0|2|0|
2017113000000006|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|0A|19960428|0|SHENZHENNANSHAN|518000|13641422706|077176954762|826090152@qq.com|CHN|00|728851199604280658|1|20171130||0|||0|3|0|
2017113000000007|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|08|19491024|0|SHENZHENNANSHAN|518000|13196917584|075245764211|462638729@qq.com|CHN|00|571923194910242775|1|20171130||0|||0|4|0|
2017113000000008|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|10|19461219|0|SHENZHENNANSHAN|518000|18665300343|075058602210|180601174@qq.com|CHN|00|730421194612191577|1|20171130||0|||0|5|0|
2017120100000003|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|09|19491019|1|SHENZHENNANSHAN|518000|13154442569|077492152799|82535914@qq.com|CHN|00|562947194910195729|1|20171201||0|||0|4|0|
2017120100000005|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|03|19550210|0|SHENZHENNANSHAN|518000|13849975349|02263282924|37832227@qq.com|CHN|00|723886195502104714|1|20171201||0|||0|2|0|
2017120100000006|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|03|19601212|1|SHENZHENNANSHAN|518000|18716081643|077692534080|201239206@qq.com|CHN|00|686941196012127208|2|20171201||0|||0|3|0|
2017120100000007|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|03|19761022|1|SHENZHENNANSHAN|518000|18610702465|02729967611|767570076@qq.com|CHN|00|120329197610224406|1|20171201||0|||0|4|0|
2017120100000008|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|11|19710615|1|SHENZHENNANSHAN|518000|13100929545|075746757567|490260156@qq.com|CHN|00|903442197106158029|2|20171201||0|||0|5|0|
2017120200000003|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|99|19561101|1|SHENZHENNANSHAN|518000|15615056253|066038314984|15742080@qq.com|CHN|00|716815195611013649|1|20171202||0|||0|4|0|
2017120200000005|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|01|19771106|0|SHENZHENNANSHAN|518000|13888098772|01052057932|493065530@qq.com|CHN|00|649531197711069938|1|20171202||0|||0|2|0|
2017120200000006|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|10|19910219|0|SHENZHENNANSHAN|518000|13159498434|075939143884|156954367@qq.com|CHN|00|39807419910219891X|1|20171202||0|||0|3|0|
2017120200000007|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|07|19840710|0|SHENZHENNANSHAN|518000|13204427190|066200567596|22595869@qq.com|CHN|00|654636198407105438|1|20171202||0|||0|4|0|
2017120200000008|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|99|19430114|1|SHENZHENNANSHAN|518000|13547434892|077860010550|163729769@qq.com|CHN|00|637549194301143687|1|20171202||0|||0|5|0|
2017120300000003|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|10|19930202|1|SHENZHENNANSHAN|518000|13288148924|077154940374|553559569@qq.com|CHN|00|737938199302020688|2|20171203||0|||0|4|0|
2017120300000005|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|06|19890304|0|SHENZHENNANSHAN|518000|13865815574|077273316563|700352382@qq.com|CHN|00|948968198903046975|1|20171203||0|||0|2|0|
2017120300000006|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|11|19640803|0|SHENZHENNANSHAN|518000|17671510857|077014770207|561050@qq.com|CHN|00|518529196408039895|1|20171203||0|||0|3|0|
2017120300000007|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|03|19620426|1|SHENZHENNANSHAN|518000|15637861757|077870382328|403981610@qq.com|CHN|00|224669196204267507|1|20171203||0|||0|4|0|
2017120300000008|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|02|19720508|1|SHENZHENNANSHAN|518000|13535690884|075557708556|581581705@qq.com|CHN|00|26795519720508510X|2|20171203||0|||0|5|0|
2017120400000003|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|10|19790919|0|SHENZHENNANSHAN|518000|15841388951|076060442579|525028364@qq.com|CHN|00|874967197909195418|2|20171204||0|||0|4|0|
2017120400000005|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|07|19591128|1|SHENZHENNANSHAN|518000|15608482195|02220815151|327364960@qq.com|CHN|00|760557195911284329|1|20171204||0|||0|2|0|
2017120400000006|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|99|19610602|0|SHENZHENNANSHAN|518000|13256491418|066388577952|25638497@qq.com|CHN|00|823051196106028611|1|20171204||0|||0|3|0|
2017120400000007|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|09|19441201|1|SHENZHENNANSHAN|518000|18640634942|076365191405|797034755@qq.com|CHN|00|611409194412011366|2|20171204||0|||0|4|0|
2017120400000008|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|10|19901022|1|SHENZHENNANSHAN|518000|13899007314|066093892447|878614113@qq.com|CHN|00|573551199010226567|2|20171204||0|||0|5|0|
2017120400000010|非现场111||||||||0||||||||00|511622198712040018|2|20171204||0|||-1|7|0|
2017122700000003|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|11|19591003|0|SHENZHENNANSHAN|518000|17615910210|02503447451|484898385@qq.com|CHN|00|966818195910038710|1|20171227||0|||0|4|0|
2017122700000005|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|09|19560924|1|SHENZHENNANSHAN|518000|15559084593|075786209763|465263908@qq.com|CHN|00|153698195609249284|1|20171227||0|||0|2|0|
2017122700000006|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|0A|19941109|0|SHENZHENNANSHAN|518000|15810775280|076995590006|396813659@qq.com|CHN|00|85770819941109617X|2|20171227||0|||0|3|0|
2017122700000007|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|0A|19880927|1|SHENZHENNANSHAN|518000|13202841498|076868910200|44181744@qq.com|CHN|00|761351198809272343|1|20171227||0|||0|4|0|
2017122700000008|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|03|19481217|0|SHENZHENNANSHAN|518000|15560720802|077605491876|703112322@qq.com|CHN|00|263528194812178430|1|20171227||0|||0|5|0|
2017122700000012|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|02|19910922|0|SHENZHENNANSHAN|518000|15577140105|076030471161|739533767@qq.com|CHN|00|562577199109229056|1|20171227||0|||0|4|0|
2017122700000014|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|11|19591024|0|SHENZHENNANSHAN|518000|15572262936|075026416767|450898948@qq.com|CHN|00|881512195910246414|2|20171227||0|||0|2|0|
2017122700000015|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|08|19400715|0|SHENZHENNANSHAN|518000|15510028893|02453598615|191283034@qq.com|CHN|00|751301194007153410|2|20171227||0|||0|3|0|
2017122700000016|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|10|19931113|1|SHENZHENNANSHAN|518000|13184382180|076282736117|259195101@qq.com|CHN|00|993727199311133224|2|20171227||0|||0|4|0|
2017122700000017|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|0A|19630821|0|SHENZHENNANSHAN|518000|13117914976|077562535368|164848554@qq.com|CHN|00|380131196308210892|2|20171227||0|||0|5|0|
2017122800000003|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|09|19800611|0|SHENZHENNANSHAN|518000|13612529609|02245747311|460332068@qq.com|CHN|00|876610198006116936|1|20171228||0|||0|4|0|
2017122800000005|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|10|19511216|0|SHENZHENNANSHAN|518000|18640967004|077032392911|887051350@qq.com|CHN|00|70694419511216769X|1|20171228||0|||0|2|0|
2017122800000006|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|07|19971108|0|SHENZHENNANSHAN|518000|15647895031|075218499208|631890376@qq.com|CHN|00|754802199711083515|1|20171228||0|||0|3|0|
2017122800000007|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|99|19950526|1|SHENZHENNANSHAN|518000|13878818845|076020798585|199836195@qq.com|CHN|00|103604199505262061|2|20171228||0|||0|4|0|
2017122800000008|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|99|19760101|1|SHENZHENNANSHAN|518000|15822442013|075867607890|45594534@qq.com|CHN|00|521134197601017507|1|20171228||0|||0|5|0|
2017122900000003|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|99|19960604|0|SHENZHENNANSHAN|518000|13608868179|076835654595|724826098@qq.com|CHN|00|435456199606045078|1|20171229||0|||0|4|0|
2017122900000005|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|07|19580208|1|SHENZHENNANSHAN|518000|15808583788|077603014974|472906563@qq.com|CHN|00|977931195802084321|1|20171229||0|||0|2|0|
2017122900000006|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|07|19560907|1|SHENZHENNANSHAN|518000|15603237447|075690163840|21782557@qq.com|CHN|00|812154195609076305|1|20171229||0|||0|3|0|
2017122900000007|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|08|19510723|0|SHENZHENNANSHAN|518000|15870420020|02065393086|964377541@qq.com|CHN|00|578737195107233296|1|20171229||0|||0|4|0|
2017122900000008|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|01|19631215|0|SHENZHENNANSHAN|518000|18776272296|075564603949|783123782@qq.com|CHN|00|366954196312159356|1|20171229||0|||0|5|0|
2018012700000001|乔布斯2|比尔1|盖茨1|帮主|基督教|||0|19540101|1|加里福尼亚硅谷|11111111|112345677|112345677|jobs@apple.com|CHN|00|511621198801230335|2|20180127||0||发发顺丰发是打发第三方第三方水电费水电费水电费芬的是范德萨发斯蒂芬斯蒂芬第三方FAFDSGDSG该睡觉了格拉苏蒂金刚萨埵几个老师两个接口是抵抗力关键是大概就是联动开关尽快落实到管理科的数据库个接口法第三方第三方士大夫水电费发送到发送到法第三方第三方士大夫发斯蒂|0|7|0|
2018012700000002|乔布斯5|比尔1|盖茨1|帮主|基督教|||0|19540101|1|加里福尼亚硅谷|11111111|112345677|112345677|jobs@apple.com|CHN|00|511621198801230351|1|20180127||0||发发顺丰发是打发第三方第三方水电费水电费水电费芬的是范德萨发斯蒂芬斯蒂芬第三方FAFDSGDSG该睡觉了格拉苏蒂金刚萨埵几个老师两个接口是抵抗力关键是大概就是联动开关尽快落实到管理科的数据库个接口法第三方第三方士大夫水电费发送到发送到法第三方第三方士大夫发斯蒂|0|5|0|
2018012700000003|乔布斯3|比尔1|盖茨1|帮主|基督教|||0|19540101|1|加里福尼亚硅谷|11111111|112345677|112345677|jobs@apple.com|CHN|00|511621198801230378|1|20180127||0||发发顺丰发是打发第三方第三方水电费水电费水电费芬的是范德萨发斯蒂芬斯蒂芬第三方FAFDSGDSG该睡觉了格拉苏蒂金刚萨埵几个老师两个接口是抵抗力关键是大概就是联动开关尽快落实到管理科的数据库个接口法第三方第三方士大夫水电费发送到发送到法第三方第三方士大夫发斯蒂|0|4|0|
2018012700000004|乔布斯4|比尔1|盖茨1|帮主|基督教|||0|19540101|1|加里福尼亚硅谷|11111111|112345677|112345677|jobs@apple.com|CHN|00|511621198801230394|2|20180127||0||发发顺丰发是打发第三方第三方水电费水电费水电费芬的是范德萨发斯蒂芬斯蒂芬第三方FAFDSGDSG该睡觉了格拉苏蒂金刚萨埵几个老师两个接口是抵抗力关键是大概就是联动开关尽快落实到管理科的数据库个接口法第三方第三方士大夫水电费发送到发送到法第三方第三方士大夫发斯蒂|0|2|0|
2018013000000003|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|05|19791016|0|SHENZHENNANSHAN|518000|13892803662|075104242097|574648167@qq.com|CHN|00|946217197910168992|1|20180130||0|||0|4|0|
2018013000000005|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|09|19960326|0|SHENZHENNANSHAN|518000|13866403970|076200128875|410582379@qq.com|CHN|00|241064199603262033|1|20180130||0|||0|2|0|
2018013000000006|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|99|19420115|0|SHENZHENNANSHAN|518000|15605020871|075713593992|457813609@qq.com|CHN|00|788488194201152992|1|20180130||0|||0|3|0|
2018013000000007|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|0A|19941027|1|SHENZHENNANSHAN|518000|15895311957|075466196769|960881748@qq.com|CHN|00|938513199410271889|1|20180130||0|||0|4|0|
2018013000000008|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|07|19400526|1|SHENZHENNANSHAN|518000|13590930263|075378492722|249692224@qq.com|CHN|00|441314194005269822|1|20180130||0|||0|5|0|
2018013000000012|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|06|19650116|0|SHENZHENNANSHAN|518000|15818866780|075749889617|631558807@qq.com|CHN|00|121367196501160436|1|20180130||0|||0|4|0|
2018013000000014|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|09|19980409|1|SHENZHENNANSHAN|518000|18635302647|077587247886|940388210@qq.com|CHN|00|901302199804093323|1|20180130||0|||0|2|0|
2018013000000015|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|99|19690618|1|SHENZHENNANSHAN|518000|17600351872|02845393910|528551748@qq.com|CHN|00|459035196906183122|2|20180130||0|||0|3|0|
2018013000000016|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|01|19631228|1|SHENZHENNANSHAN|518000|17721732875|02399464784|835218596@qq.com|CHN|00|281247196312288864|1|20180130||0|||0|4|0|
2018013000000017|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|05|19841124|1|SHENZHENNANSHAN|518000|13243428519|075971217717|213360879@qq.com|CHN|00|384272198411245546|2|20180130||0|||0|5|0|
2018013000000021|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|05|19590105|1|SHENZHENNANSHAN|518000|17660621103|01063305011|785372572@qq.com|CHN|00|394476195901050340|2|20180130||0|||0|4|0|
2018013000000023|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|0A|19600912|1|SHENZHENNANSHAN|518000|15567405100|066093586895|90850965@qq.com|CHN|00|891673196009124988|1|20180130||0|||0|2|0|
2018013000000024|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|0A|20001122|0|SHENZHENNANSHAN|518000|15676937278|01090909294|217343952@qq.com|CHN|00|517547200011227696|2|20180130||0|||0|3|0|
2018013000000025|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|06|19950127|1|SHENZHENNANSHAN|518000|13550159860|076949097744|400614295@qq.com|CHN|00|854992199501270842|2|20180130||0|||0|4|0|
2018013000000026|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|03|19860315|1|SHENZHENNANSHAN|518000|15664926311|075449121281|236592428@qq.com|CHN|00|452947198603151825|1|20180130||0|||0|5|0|
2018013100000003|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|08|19720603|0|SHENZHENNANSHAN|518000|13673216749|066318997160|598130752@qq.com|CHN|00|796623197206034836|2|20180131||0|||0|4|0|
2018013100000005|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|04|19830426|1|SHENZHENNANSHAN|518000|15628278024|02544800803|150895185@qq.com|CHN|00|691814198304261208|1|20180131||0|||0|2|0|
2018013100000006|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|02|19610624|0|SHENZHENNANSHAN|518000|13607819099|077122057422|828925682@qq.com|CHN|00|967068196106248595|2|20180131||0|||0|3|0|
2018013100000007|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|0A|19961004|0|SHENZHENNANSHAN|518000|17778795092|077397087880|347791168@qq.com|CHN|00|960387199610043110|1|20180131||0|||0|4|0|
2018013100000008|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|07|19540517|1|SHENZHENNANSHAN|518000|18696609274|077640538390|343415110@qq.com|CHN|00|735039195405174927|1|20180131||0|||0|5|0|
2018013100000012|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|11|19860213|1|SHENZHENNANSHAN|518000|15600971680|02281449570|256157436@qq.com|CHN|00|407656198602135124|2|20180131||0|||0|4|0|
2018013100000014|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|03|19811122|1|SHENZHENNANSHAN|518000|13870293232|075070865236|643295002@qq.com|CHN|00|733307198111224543|1|20180131||0|||0|2|0|
2018013100000015|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|0A|19881013|1|SHENZHENNANSHAN|518000|17732068662|075176495203|752398646@qq.com|CHN|00|296860198810137208|2|20180131||0|||0|3|0|
2018013100000016|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|10|19521211|0|SHENZHENNANSHAN|518000|13164120698|075952360465|824738075@qq.com|CHN|00|978322195212119135|1|20180131||0|||0|4|0|
2018013100000017|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|99|19650122|1|SHENZHENNANSHAN|518000|18701414148|076092171793|437692570@qq.com|CHN|00|423210196501226182|1|20180131||0|||0|5|0|
2018020100000003|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|03|19590624|1|SHENZHENNANSHAN|518000|13825306389|075392422764|714357461@qq.com|CHN|00|359071195906248405|1|20180201||0|||0|4|0|
2018020100000005|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|05|19961106|0|SHENZHENNANSHAN|518000|18659400568|066298399595|349868950@qq.com|CHN|00|455589199611066232|1|20180201||0|||0|2|0|
2018020100000006|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|07|19610814|1|SHENZHENNANSHAN|518000|13820446446|066877788113|318677191@qq.com|CHN|00|333986196108144862|1|20180201||0|||0|3|0|
2018020100000007|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|07|19570214|0|SHENZHENNANSHAN|518000|13125468680|02582501579|185523002@qq.com|CHN|00|719027195702148359|1|20180201||0|||0|4|0|
2018020100000008|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|07|19381224|1|SHENZHENNANSHAN|518000|17620606497|02094805254|171642879@qq.com|CHN|00|869773193812241140|1|20180201||0|||0|5|0|
2018031900000003|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|05|19690203|0|SHENZHENNANSHAN|518000|15666682663|077114560943|846786616@qq.com|CHN|00|563296196902032590|1|20180319||0|||0|4|0|
2018031900000005|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|07|19701109|0|SHENZHENNANSHAN|518000|13193720357|076931342593|106800397@qq.com|CHN|00|928299197011092413|1|20180319||0|||0|2|0|
2018031900000006|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|99|19430720|1|SHENZHENNANSHAN|518000|15861197297|02825568144|836339830@qq.com|CHN|00|757844194307203187|1|20180319||0|||0|3|0|
2018031900000007|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|03|19990313|1|SHENZHENNANSHAN|518000|13636882248|077860412728|259492711@qq.com|CHN|00|994548199903137327|1|20180319||0|||0|4|0|
2018031900000008|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|08|19640414|0|SHENZHENNANSHAN|518000|15817310725|02522725190|348184193@qq.com|CHN|00|639849196404140179|2|20180319||0|||0|5|0|
2018032000000003|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|08|19570210|1|SHENZHENNANSHAN|518000|13617619477|076613629725|4333966@qq.com|CHN|00|244609195702108560|1|20180320||0|||0|4|0|
2018032000000005|TEST_NAME2|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|06|19921217|1|SHENZHENNANSHAN|518000|13567160907|075384852989|108913455@qq.com|CHN|00|115597199212170122|2|20180320||0|||0|2|0|
2018032000000006|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|09|19440101|1|SHENZHENNANSHAN|518000|18651982539|066258898434|656885379@qq.com|CHN|00|276168194401018508|1|20180320||0|||0|3|0|
2018032000000007|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|04|19460528|0|SHENZHENNANSHAN|518000|13129759739|075558171290|446897518@qq.com|CHN|00|458732194605284738|2|20180320||0|||0|4|0|
2018032000000008|TEST_NAME|TEST_OLD_NAME|TEST_BY_NAME|TITLE|OTHER_TITLE|11111|22222|09|19540515|1|SHENZHENNANSHAN|518000|18612182088|077778881541|84102635@qq.com|CHN|00|604723195405151845|1|20180320||0|||0|5|0|
